index;count
2021-06-07;10
2021-06-08;10
2021-06-09;10
2021-06-10;10
2021-06-11;10
2021-06-12;10
2021-06-13;10
2021-06-14;10
2021-06-15;10
2021-06-16;10
2021-06-17;10
2021-06-18;10
2021-06-19;10
2021-06-20;10
2021-06-21;10
2021-06-22;10
2021-06-23;10
2021-06-24;10
2021-06-25;10
2021-06-26;10
2021-06-27;10
2021-06-28;10
2021-06-29;10
2021-06-30;32
2021-07-01;32
2021-07-02;32
2021-07-03;32
2021-07-04;32
2021-07-05;32
2021-07-06;32
2021-07-07;36
2021-07-08;42
2021-07-09;42
2021-07-10;42
2021-07-11;42
2021-07-12;42
2021-07-13;52
2021-07-14;52
2021-07-15;52
2021-07-16;52
2021-07-17;52
2021-07-18;52
2021-07-19;52
2021-07-20;52
2021-07-21;61
