;Covid-19-Coronavac-Sinovac/Butantan;Covid-19-AstraZeneca
2021-02-19;0.0;
2021-02-20;0.0;
2021-02-21;0.0;
2021-02-22;0.0;
2021-02-23;0.0;
2021-02-24;0.0;
2021-02-25;6.0606060606060606;
2021-02-26;2.272727272727273;
2021-02-27;2.2222222222222223;
2021-02-28;2.2222222222222223;
2021-03-01;2.2222222222222223;
2021-03-02;4.25531914893617;
2021-03-03;3.508771929824561;
2021-03-04;5.084745762711864;
2021-03-05;7.936507936507937;
2021-03-06;8.955223880597014;
2021-03-07;8.955223880597014;
2021-03-08;7.462686567164179;
2021-03-09;10.0;
2021-03-10;9.722222222222221;
2021-03-11;9.523809523809524;
2021-03-12;9.195402298850574;
2021-03-13;8.88888888888889;
2021-03-14;8.88888888888889;
2021-03-15;7.777777777777778;
2021-03-16;7.777777777777778;
2021-03-17;6.666666666666667;
2021-03-18;5.555555555555555;
2021-03-19;6.0606060606060606;
2021-03-20;7.017543859649122;
2021-03-21;7.017543859649122;
2021-03-22;7.017543859649122;
2021-03-23;9.523809523809524;
2021-03-24;5.46875;
2021-03-25;4.6875;
2021-03-26;3.7313432835820897;
2021-03-27;3.7313432835820897;
2021-03-28;3.7313432835820897;
2021-03-29;2.2388059701492535;
2021-03-30;2.684563758389262;
2021-03-31;2.6490066225165565;
2021-04-01;3.7735849056603774;
2021-04-02;3.7735849056603774;
2021-04-03;3.658536585365854;
2021-04-04;3.658536585365854;
2021-04-05;3.658536585365854;
2021-04-06;4.7368421052631575;
2021-04-07;4.2105263157894735;
2021-04-08;3.1578947368421053;
2021-04-09;3.5175879396984926;
2021-04-10;3.5;
2021-04-11;3.5;
2021-04-12;3.5;
2021-04-13;2.9411764705882355;
2021-04-14;3.1531531531531534;
2021-04-15;3.2388663967611335;
2021-04-16;2.985074626865672;
2021-04-17;2.366863905325444;
2021-04-18;2.366863905325444;
2021-04-19;2.0710059171597632;
2021-04-20;1.9184652278177459;
2021-04-21;1.9736842105263157;
2021-04-22;1.2939001848428835;
2021-04-23;0.7451564828614009;
2021-04-24;0.583941605839416;
2021-04-25;0.583941605839416;
2021-04-26;0.0;
2021-04-27;0.0;
2021-04-28;0.0;
2021-04-29;0.0;
2021-04-30;0.0;
2021-04-23;;0.0
2021-04-24;;0.0
2021-04-25;;0.0
2021-04-26;;0.0
2021-04-27;;0.0
2021-04-28;;0.0
2021-04-29;;0.0
2021-04-30;;0.0
