;Covid-19-Coronavac-Sinovac/Butantan;Covid-19-AstraZeneca
2021-02-18;2.7027027027027026;
2021-02-19;2.3255813953488373;
2021-02-20;1.7391304347826086;
2021-02-21;1.7391304347826086;
2021-02-22;1.7241379310344827;
2021-02-23;4.026845637583893;
2021-02-24;7.407407407407407;
2021-02-25;6.5375302663438255;
2021-02-26;5.811623246492986;
2021-02-27;5.9760956175298805;
2021-02-28;5.9760956175298805;
2021-03-01;5.928853754940712;
2021-03-02;4.940711462450593;
2021-03-03;4.743083003952569;
2021-03-04;5.019305019305019;
2021-03-05;4.990403071017274;
2021-03-06;4.97131931166348;
2021-03-07;4.97131931166348;
2021-03-08;4.780114722753346;
2021-03-09;4.00763358778626;
2021-03-10;3.816793893129771;
2021-03-11;3.103448275862069;
2021-03-12;2.588996763754045;
2021-03-13;2.5518341307814993;
2021-03-14;2.5518341307814993;
2021-03-15;2.5518341307814993;
2021-03-16;3.260869565217391;
2021-03-17;2.7522935779816513;
2021-03-18;3.1390134529147984;
2021-03-19;3.259259259259259;
2021-03-20;3.3527696793002915;
2021-03-21;3.3527696793002915;
2021-03-22;2.9154518950437316;
2021-03-23;2.7576197387518144;
2021-03-24;2.937062937062937;
2021-03-25;2.9247910863509747;
2021-03-26;2.7816411682892905;
2021-03-27;2.904564315352697;
2021-03-28;2.904564315352697;
2021-03-29;2.2130013831258646;
2021-03-30;4.921700223713646;
2021-03-31;6.434599156118144;
2021-04-01;2.526315789473684;
2021-04-02;2.719665271966527;
2021-04-03;3.3846153846153846;
2021-04-04;3.3846153846153846;
2021-04-05;3.076923076923077;
2021-04-06;3.0425963488843815;
2021-04-07;3.1777557100297913;
2021-04-08;3.4113060428849904;
2021-04-09;2.4015369836695486;
2021-04-10;3.054101221640489;
2021-04-11;3.054101221640489;
2021-04-12;2.8795811518324608;
2021-04-13;3.2758620689655173;
2021-04-14;2.9310344827586206;
2021-04-15;1.7167381974248928;
2021-04-16;1.2006861063464838;
2021-04-17;1.4482758620689655;
2021-04-18;1.7713365539452497;
2021-04-19;1.7684887459807075;
2021-04-20;1.6568679850347408;
2021-04-21;2.4369016536118364;
2021-04-22;1.0360547036883547;
2021-04-23;1.3174145738987237;
2021-04-24;2.0689655172413794;
2021-04-25;2.0689655172413794;
2021-04-26;1.3387423935091278;
2021-04-27;0.8061265618702136;
2021-04-28;0.5736137667304015;
2021-04-29;0.142571998859424;
2021-04-30;0.0;
2021-05-01;0.0;
2021-05-02;0.0;
2021-05-03;0.0;
2021-05-04;0.0;
2021-04-24;;0.0
2021-04-25;;0.0
2021-04-26;;0.0
2021-04-27;;80.0
2021-04-28;;58.8235294117647
2021-04-29;;52.94117647058823
2021-04-30;;0.0
2021-05-01;;0.0
2021-05-02;;0.0
2021-05-03;;0.0
2021-05-04;;0.0
