;Covid-19-Coronavac-Sinovac/Butantan;Covid-19-AstraZeneca
2021-02-18;12.5;
2021-02-19;0.0;
2021-02-20;0.0;
2021-02-21;0.0;
2021-02-22;0.0;
2021-02-23;1.6666666666666667;
2021-02-24;1.6666666666666667;
2021-02-25;1.5384615384615385;
2021-02-26;1.5384615384615385;
2021-02-27;1.5384615384615385;
2021-02-28;1.5384615384615385;
2021-03-01;1.5384615384615385;
2021-03-02;1.5384615384615385;
2021-03-03;1.5384615384615385;
2021-03-04;1.5384615384615385;
2021-03-05;1.5384615384615385;
2021-03-06;1.5384615384615385;
2021-03-07;1.5384615384615385;
2021-03-08;1.5384615384615385;
2021-03-09;1.5384615384615385;
2021-03-10;0.0;
2021-03-11;0.0;
2021-03-12;2.1052631578947367;
2021-03-13;5.645161290322581;
2021-03-14;5.645161290322581;
2021-03-15;4.838709677419355;
2021-03-16;4.166666666666667;
2021-03-17;4.166666666666667;
2021-03-18;2.6315789473684212;
2021-03-19;2.4752475247524752;
2021-03-20;2.4752475247524752;
2021-03-21;2.4752475247524752;
2021-03-22;1.9801980198019802;
2021-03-23;1.9704433497536946;
2021-03-24;1.9704433497536946;
2021-03-25;1.9704433497536946;
2021-03-26;1.9704433497536946;
2021-03-27;1.9704433497536946;
2021-03-28;1.9704433497536946;
2021-03-29;1.9704433497536946;
2021-03-30;1.9704433497536946;
2021-03-31;1.477832512315271;
2021-04-01;1.477832512315271;
2021-04-02;1.477832512315271;
2021-04-03;1.477832512315271;
2021-04-04;1.9662921348314606;
2021-04-05;0.5617977528089888;
2021-04-06;0.547945205479452;
2021-04-07;0.273972602739726;
2021-04-08;0.7614213197969543;
2021-04-09;0.7614213197969543;
2021-04-10;0.7614213197969543;
2021-04-11;0.7614213197969543;
2021-04-12;0.25380710659898476;
2021-04-13;0.25380710659898476;
2021-04-14;0.23148148148148148;
2021-04-15;0.847457627118644;
2021-04-16;0.8368200836820083;
2021-04-17;0.6276150627615062;
2021-04-18;1.9543973941368078;
2021-04-19;1.4657980456026058;
2021-04-20;1.3719512195121952;
2021-04-21;1.291248206599713;
2021-04-22;0.13513513513513514;
2021-04-23;0.37267080745341613;
2021-04-24;0.5405405405405406;
2021-04-25;0.5405405405405406;
2021-04-26;0.0;
2021-04-27;0.0;
2021-04-28;0.0;
2021-04-29;0.0;
2021-04-30;0.0;
2021-05-01;0.0;
2021-05-02;0.0;
2021-05-03;0.0;
2021-05-04;0.0;
2021-04-23;;100.0
2021-04-24;;97.87234042553192
2021-04-25;;97.87234042553192
2021-04-26;;97.87234042553192
2021-04-27;;92.85714285714286
2021-04-28;;92.85714285714286
2021-04-29;;1.5151515151515151
2021-04-30;;0.0
2021-05-01;;0.0
2021-05-02;;0.0
2021-05-03;;0.0
2021-05-04;;0.0
