;Covid-19-Coronavac-Sinovac/Butantan;Covid-19-AstraZeneca
2021-03-04;12.5;
2021-03-05;12.5;
2021-03-06;12.5;
2021-03-07;12.5;
2021-03-08;12.5;
2021-03-09;12.5;
2021-03-10;7.6923076923076925;
2021-03-11;6.25;
2021-03-12;4.878048780487805;
2021-03-13;4.081632653061225;
2021-03-14;4.081632653061225;
2021-03-15;4.081632653061225;
2021-03-16;4.081632653061225;
2021-03-17;2.0408163265306123;
2021-03-18;2.0408163265306123;
2021-03-19;1.7543859649122806;
2021-03-20;1.3888888888888888;
2021-03-21;1.3888888888888888;
2021-03-22;1.3888888888888888;
2021-03-23;1.25;
2021-03-24;2.272727272727273;
2021-03-25;1.1111111111111112;
2021-03-26;1.0416666666666667;
2021-03-27;1.0101010101010102;
2021-03-28;1.0101010101010102;
2021-03-29;1.0101010101010102;
2021-03-30;0.9900990099009901;
2021-03-31;0.9900990099009901;
2021-04-01;0.9900990099009901;
2021-04-02;0.9900990099009901;
2021-04-03;0.9900990099009901;
2021-04-04;0.9900990099009901;
2021-04-05;0.9900990099009901;
2021-04-06;0.9433962264150944;
2021-04-07;0.8333333333333334;
2021-04-08;0.819672131147541;
2021-04-09;0.819672131147541;
2021-04-10;1.5873015873015872;
2021-04-11;1.5873015873015872;
2021-04-12;1.5873015873015872;
2021-04-13;2.2058823529411766;
2021-04-14;2.0408163265306123;
2021-04-15;2.0408163265306123;
2021-04-16;1.3513513513513513;
2021-04-17;1.477832512315271;
2021-04-18;1.7361111111111112;
2021-04-19;1.7361111111111112;
2021-04-20;1.3745704467353952;
2021-04-21;1.4124293785310735;
2021-04-22;1.4005602240896358;
2021-04-23;1.4005602240896358;
2021-04-24;1.4005602240896358;
2021-04-25;1.4005602240896358;
2021-04-26;1.4005602240896358;
2021-04-27;1.4005602240896358;
2021-04-28;1.2953367875647668;
2021-04-29;1.2919896640826873;
2021-04-30;0.0;
2021-05-01;0.0;
2021-05-02;0.0;
2021-05-03;0.0;
2021-05-04;0.0;
