Name,city_ibge_code,estimated_population_2019
São Sebastião da Vargem Alegre-MG,3164431.0,3007.0
Morros-MA,2107100.0,19433.0
Claro dos Poções-MG,3116506.0,7551.0
Iati-PE,2606507.0,19197.0
Nina Rodrigues-MA,2107209.0,14454.0
Igarassu-PE,2606804.0,117019.0
São Sebastião da Bela Vista-MG,3164407.0,5504.0
Ibimirim-PE,2606606.0,29235.0
Claraval-MG,3116407.0,4843.0
Ibirajuba-PE,2606705.0,7762.0
Nova Colinas-MA,2107258.0,5384.0
Jacaré dos Homens-AL,2703403.0,5253.0
Cipotânea-MG,3116308.0,6787.0
Inajá-PE,2607000.0,23247.0
Vieiras-MG,3171402.0,3608.0
Ipatinga-MG,3131307.0,263410.0
Ipubi-PE,2607307.0,30854.0
Central de Minas-MG,3115706.0,7032.0
Parnarama-MA,2107803.0,34907.0
Itacuruba-PE,2607406.0,4918.0
São Sebastião do Maranhão-MG,3164506.0,10044.0
Itambé-PE,2607653.0,36447.0
São Sebastião do Oeste-MG,3164605.0,6775.0
Passagem Franca-MA,2107902.0,19019.0
Caxambu-MG,3115508.0,21656.0
Itapetim-PE,2607703.0,13616.0
Itaverava-MG,3133907.0,5419.0
Igreja Nova-AL,2703205.0,24499.0
Paraibano-MA,2107704.0,21386.0
Olho d'Água das Cunhãs-MA,2107407.0,19505.0
Olinda Nova do Maranhão-MA,2107456.0,14701.0
Chalé-MG,3116001.0,5704.0
Ingazeira-PE,2607109.0,4548.0
Ipojuca-PE,2607208.0,96204.0
Centralina-MG,3115805.0,10350.0
Palmeirândia-MA,2107605.0,19722.0
Verdelândia-MG,3171030.0,9355.0
Ipiaçu-MG,3131406.0,4221.0
Paranatama-PE,2610301.0,11523.0
Parnamirim-PE,2610400.0,22010.0
Santa Luzia-MA,2110005.0,72667.0
Tarumirim-MG,3168408.0,14326.0
Caputira-MG,3112901.0,9298.0
Capitólio-MG,3112802.0,8632.0
Passira-PE,2610509.0,28933.0
Santa Luzia do Paruá-MA,2110039.0,25254.0
Varjão de Minas-MG,3170750.0,7036.0
Santa Quitéria do Maranhão-MA,2110104.0,25642.0
Craíbas-AL,2702355.0,24219.0
Iraí de Minas-MG,3131604.0,6987.0
Capitão Enéas-MG,3112703.0,15234.0
Varzelândia-MG,3170909.0,19320.0
Carangola-MG,3113305.0,33000.0
Palmares-PE,2610004.0,63250.0
Sambaíba-MA,2109700.0,5671.0
Delmiro Gouveia-AL,2702405.0,52016.0
Santa Filomena do Maranhão-MA,2109759.0,7773.0
Carandaí-MG,3113206.0,25501.0
Taquaraçu de Minas-MG,3168309.0,4077.0
Palmeirina-PE,2610103.0,7693.0
Tapiraí-MG,3168200.0,1875.0
Caranaíba-MG,3113107.0,3183.0
Santa Helena-MA,2109809.0,42130.0
Panelas-PE,2610202.0,26474.0
Santa Inês-MA,2109908.0,89044.0
Itanhomi-MG,3133204.0,12228.0
Rosário-MA,2109601.0,42740.0
Paudalho-PE,2610608.0,56506.0
Santo Amaro do Maranhão-MA,2110278.0,15846.0
Petrolândia-PE,2611002.0,36548.0
Teófilo Otoni-MG,3168606.0,140592.0
Santo Antônio dos Lopes-MA,2110302.0,14528.0
Varginha-MG,3170701.0,135558.0
Capetinga-MG,3112406.0,6920.0
Capelinha-MG,3112307.0,37784.0
Pombos-PE,2611309.0,27091.0
Capela Nova-MG,3112208.0,4653.0
Satubinha-MA,2111722.0,13914.0
Coqueiro Seco-AL,2702207.0,5845.0
Poção-PE,2611200.0,11302.0
Senador Alexandre Costa-MA,2111748.0,11141.0
Caparaó-MG,3112109.0,5438.0
Santa Rita-MA,2110203.0,37855.0
Teixeiras-MG,3168507.0,11661.0
Capitão Andrade-MG,3112653.0,5468.0
Paulista-PE,2610707.0,331774.0
Capinópolis-MG,3112604.0,16173.0
Petrolina-PE,2611101.0,349145.0
Santana do Maranhão-MA,2110237.0,13386.0
Pedra-PE,2610806.0,22617.0
Coruripe-AL,2702306.0,56933.0
Pesqueira-PE,2610905.0,67395.0
Capim Branco-MG,3112505.0,9754.0
Carmo de Minas-MG,3114105.0,14859.0
Macaparana-PE,2609006.0,25376.0
Presidente Juscelino-MA,2109205.0,12734.0
Presidente Dutra-MA,2109106.0,47804.0
Carmo da Mata-MG,3114006.0,11476.0
Machados-PE,2609105.0,16088.0
Vazante-MG,3171006.0,20590.0
Ipuiúna-MG,3131505.0,10079.0
Carmo da Cachoeira-MG,3113909.0,12170.0
Presidente Médici-MA,2109239.0,7015.0
Manari-PE,2609154.0,21434.0
Maraial-PE,2609204.0,11345.0
Tabuleiro-MG,3167905.0,3750.0
Porto Franco-MA,2109007.0,23885.0
Lagoa do Ouro-PE,2608602.0,13145.0
São Vicente de Minas-MG,3165305.0,7753.0
Carmo do Rio Claro-MG,3114402.0,21225.0
Porto Rico do Maranhão-MA,2109056.0,5975.0
Itapagipe-MG,3133402.0,15243.0
Lagoa dos Gatos-PE,2608701.0,16290.0
Carmo do Paranaíba-MG,3114303.0,30329.0
Feira Grande-AL,2702603.0,22166.0
Lajedo-PE,2608800.0,40288.0
Carmo do Cajuru-MG,3114204.0,22478.0
Limoeiro-PE,2608909.0,56250.0
Poção de Pedras-MA,2108900.0,17873.0
Presidente Sarney-MA,2109270.0,18918.0
Estrela de Alagoas-AL,2702553.0,18205.0
Taparuba-MG,3168051.0,3110.0
Riachão-MA,2109502.0,20195.0
Caraí-MG,3113008.0,23685.0
Orobó-PE,2609709.0,23884.0
Caratinga-MG,3113404.0,92062.0
Orocó-PE,2609808.0,14991.0
Ribamar Fiquene-MA,2109551.0,7791.0
Tapira-MG,3168101.0,4773.0
Ouricuri-PE,2609907.0,69459.0
Raposa-MA,2109452.0,30761.0
Presidente Vargas-MA,2109304.0,11193.0
Mirandiba-PE,2609303.0,15390.0
Moreilândia-PE,2614303.0,11270.0
Carlos Chagas-MG,3113701.0,18837.0
Moreno-PE,2609402.0,62784.0
Careaçu-MG,3113602.0,6757.0
Nazaré da Mata-PE,2609501.0,32471.0
Primeira Cruz-MA,2109403.0,15315.0
Dois Riachos-AL,2702504.0,11075.0
Carbonita-MG,3113503.0,9405.0
Itaobim-MG,3133303.0,21062.0
Taiobeiras-MG,3168002.0,34132.0
Olinda-PE,2609600.0,392482.0
Pirapemas-MA,2108801.0,18625.0
Abatiá-PR,4100103.0,7457.0
Timbaúba-PE,2615300.0,53022.0
Rio Negro-PR,4122305.0,34170.0
Novo Triunfo-BA,2923050.0,15440.0
Frutal-MG,3127107.0,59496.0
Rio Branco do Sul-PR,4122206.0,32397.0
Rio Branco do Ivaí-PR,4122172.0,4096.0
Rio Bonito do Iguaçu-PR,4122156.0,13269.0
Banabuiú-CE,2301851.0,18197.0
Rio Bom-PR,4122107.0,3203.0
Olindina-BA,2923100.0,28229.0
Rio Azul-PR,4122008.0,15236.0
Ribeirão do Pinhal-PR,4121901.0,13029.0
Fruta de Leite-MG,3127073.0,5369.0
Santana de Pirapama-MG,3158508.0,7642.0
Novo Horizonte-BA,2923035.0,12385.0
Rolândia-PR,4122404.0,66580.0
Funilândia-MG,3127206.0,4349.0
Santana da Vargem-MG,3158300.0,7100.0
Santa Amélia-PR,4123105.0,3324.0
Nova Redenção-BA,2922854.0,9118.0
Salto do Lontra-PR,4123006.0,14785.0
Salto do Itararé-PR,4122909.0,4935.0
Salgado Filho-PR,4122800.0,3580.0
Ribeirão Claro-PR,4121802.0,10668.0
Barbalha-CE,2301901.0,60781.0
Sabáudia-PR,4122701.0,6827.0
Rosário do Ivaí-PR,4122651.0,4786.0
Nova Soure-BA,2922904.0,26947.0
Rondon-PR,4122602.0,9579.0
Roncador-PR,4122503.0,9849.0
Nova Viçosa-BA,2923001.0,43376.0
Juatuba-MG,3136652.0,26946.0
Santana de Cataguases-MG,3158409.0,3872.0
Santa Cecília do Pavão-PR,4123204.0,3334.0
Oliveira dos Brejinhos-BA,2923209.0,21825.0
Reserva-PR,4121703.0,26715.0
Santana do Jacaré-MG,3158805.0,4821.0
Querência do Norte-PR,4121000.0,12206.0
Quedas do Iguaçu-PR,4120903.0,34103.0
Fronteira dos Vales-MG,3127057.0,4581.0
Quatro Pontes-PR,4120853.0,4015.0
Paratinga-BA,2923704.0,32000.0
Assaré-CE,2301604.0,23417.0
Quatro Barras-PR,4120804.0,23559.0
Paripiranga-BA,2923803.0,28989.0
Santana do Manhuaçu-MG,3158904.0,8674.0
Quatiguá-PR,4120705.0,7449.0
Pau Brasil-BA,2923902.0,9831.0
Quarto Centenário-PR,4120655.0,4512.0
Pérola d'Oeste-PR,4119004.0,6347.0
Pérola-PR,4118907.0,11234.0
Prudentópolis-PR,4120606.0,52241.0
Paramirim-BA,2923605.0,21607.0
Quinta do Sol-PR,4121109.0,4573.0
Baixio-CE,2301802.0,6288.0
Renascença-PR,4121604.0,6802.0
Ouriçangas-BA,2923308.0,8564.0
Rebouças-PR,4121505.0,14899.0
Realeza-PR,4121406.0,16922.0
Ourolândia-BA,2923357.0,17451.0
Reserva do Iguaçu-PR,4121752.0,8010.0
Rancho Alegre-PR,4121307.0,3808.0
Palmas de Monte Alto-BA,2923407.0,21750.0
Ibiá-MG,3129509.0,25199.0
João Pinheiro-MG,3136306.0,47452.0
Santana do Deserto-MG,3158607.0,3976.0
Ramilândia-PR,4121257.0,4451.0
Palmeiras-BA,2923506.0,9019.0
Aurora-CE,2301703.0,24654.0
Quitandinha-PR,4121208.0,19049.0
Rancho Alegre D'Oeste-PR,4121356.0,2655.0
Paulo Afonso-BA,2924009.0,117782.0
Santa Cruz de Monte Castelo-PR,4123303.0,7800.0
Galiléia-MG,3127305.0,6817.0
Siqueira Campos-PR,4126603.0,21016.0
Mucuri-BA,2922003.0,41748.0
Ibituruna-MG,3130002.0,2989.0
Sertanópolis-PR,4126504.0,16369.0
Mulungu do Morro-BA,2922052.0,10889.0
Goianá-MG,3127388.0,3966.0
Sertaneja-PR,4126405.0,5284.0
Serranópolis do Iguaçu-PR,4126355.0,4495.0
Santa Rita do Sapucaí-MG,3159605.0,43260.0
Sengés-PR,4126306.0,19327.0
Mundo Novo-BA,2922102.0,26776.0
Saudade do Iguaçu-PR,4126272.0,5500.0
Baturité-CE,2302107.0,35750.0
Muniz Ferreira-BA,2922201.0,7422.0
Sarandi-PR,4126256.0,96688.0
Santa Rita do Itueto-MG,3159506.0,5489.0
Sulina-PR,4126652.0,2981.0
São Carlos do Ivaí-PR,4124608.0,6878.0
Bela Cruz-CE,2302305.0,32591.0
São João-PR,4124806.0,10241.0
Mortugaba-BA,2921807.0,12042.0
São José dos Pinhais-PR,4125506.0,323340.0
São José das Palmeiras-PR,4125456.0,3654.0
Sapopema-PR,4126207.0,6736.0
Mucugê-BA,2921906.0,9062.0
São Jorge do Patrocínio-PR,4125357.0,5641.0
Juramento-MG,3136801.0,4331.0
Santa Rita de Minas-MG,3159357.0,7212.0
São Jorge do Ivaí-PR,4125308.0,5551.0
Beberibe-CE,2302206.0,53573.0
Gonzaga-MG,3127503.0,6158.0
São Jorge d'Oeste-PR,4125209.0,9050.0
São Jerônimo da Serra-PR,4124707.0,11170.0
São José da Boa Vista-PR,4125407.0,6206.0
Barreira-CE,2301950.0,22425.0
Muquém de São Francisco-BA,2922250.0,11348.0
Santo Antônio do Sudoeste-PR,4124400.0,20166.0
Santa Mariana-PR,4123907.0,11724.0
Santa Maria do Oeste-PR,4123857.0,9615.0
Nova Canaã-BA,2922706.0,16462.0
Barro-CE,2302008.0,22680.0
Gameleiras-MG,3127339.0,5109.0
Santa Lúcia-PR,4123824.0,3813.0
Santa Izabel do Oeste-PR,4123808.0,14659.0
Santa Isabel do Ivaí-PR,4123709.0,8562.0
Nova Fátima-BA,2922730.0,7812.0
Juiz de Fora-MG,3136702.0,568873.0
Santa Vitória-MG,3159803.0,19742.0
Santa Inês-PR,4123600.0,1596.0
Santa Helena-PR,4123501.0,26490.0
Nova Ibiá-BA,2922755.0,6591.0
Santa Fé-PR,4123402.0,12037.0
Nova Itarana-BA,2922805.0,8226.0
Nordestina-BA,2922656.0,13130.0
Santa Mônica-PR,4123956.0,3981.0
Santo Antônio do Paraíso-PR,4124301.0,2106.0
Goiabeira-MG,3127370.0,3353.0
Muritiba-BA,2922300.0,29399.0
Santo Antônio do Caiuá-PR,4124202.0,2641.0
Santo Antônio da Platina-PR,4124103.0,45993.0
Santo Inácio-PR,4124509.0,5438.0
Mutuípe-BA,2922409.0,22221.0
Santana do Itararé-PR,4124004.0,4992.0
Nazaré-BA,2922508.0,28525.0
Barroquinha-CE,2302057.0,15017.0
Glaucilândia-MG,3127354.0,3150.0
Santa Terezinha de Itaipu-PR,4124053.0,23465.0
Nilo Peçanha-BA,2922607.0,13997.0
Santa Tereza do Oeste-PR,4124020.0,10139.0
Santa Rosa da Serra-MG,3159704.0,3350.0
Santana do Paraíso-MG,3158953.0,34663.0
Arneiroz-CE,2301505.0,7840.0
Fronteira-MG,3127008.0,18103.0
Nova Olímpia-PR,4117206.0,5806.0
Queimadas-BA,2925808.0,25439.0
Nova Londrina-PR,4117107.0,13213.0
Nova Laranjeiras-PR,4117057.0,11554.0
Quijingue-BA,2925907.0,27580.0
Nova Fátima-PR,4117008.0,8153.0
Antonina do Norte-CE,2300804.0,7353.0
Nova Esperança do Sudoeste-PR,4116950.0,5046.0
Quixabeira-BA,2925931.0,8972.0
Nova Esperança-PR,4116901.0,27904.0
Nova Cantu-PR,4116802.0,5302.0
José Gonçalves de Minas-MG,3136520.0,4501.0
Santo Antônio do Monte-MG,3160405.0,28243.0
Nova Prata do Iguaçu-PR,4117255.0,10548.0
Nova Santa Bárbara-PR,4117214.0,4249.0
Fortuna de Minas-MG,3126406.0,2947.0
Palmeira-PR,4117701.0,33877.0
Santo Antônio do Itambé-MG,3160207.0,3838.0
Presidente Tancredo Neves-BA,2925758.0,27719.0
Palmas-PR,4117602.0,50986.0
Aquiraz-CE,2301000.0,80271.0
Paiçandu-PR,4117503.0,41281.0
Pé de Serra-BA,2924058.0,13578.0
Nova Aurora-PR,4116703.0,10472.0
Ouro Verde do Oeste-PR,4117453.0,5996.0
Francisco Badaró-MG,3126505.0,10332.0
Santo Antônio do Jacinto-MG,3160306.0,11640.0
Ortigueira-PR,4117305.0,22141.0
Novo Itacolomi-PR,4117297.0,2844.0
Nova Tebas-PR,4117271.0,5649.0
Nova Santa Rosa-PR,4117222.0,8219.0
Apuiarés-CE,2300903.0,14600.0
Ourizona-PR,4117404.0,3428.0
Igarapé-MG,3130101.0,43045.0
Alto Santo-CE,2300705.0,17146.0
Josenópolis-MG,3136579.0,4867.0
Santo Antônio do Retiro-MG,3160454.0,7277.0
Mauá da Serra-PR,4115754.0,10601.0
Mato Rico-PR,4115739.0,3272.0
Riachão do Jacuípe-BA,2926301.0,33436.0
Matinhos-PR,4115705.0,34720.0
Matelândia-PR,4115606.0,17943.0
Ribeira do Amparo-BA,2926509.0,14592.0
Santo Antônio do Rio Abaixo-MG,3160504.0,1765.0
Marumbi-PR,4115507.0,4679.0
Marquinho-PR,4115457.0,4405.0
Ribeira do Pombal-BA,2926608.0,53807.0
Medianeira-PR,4115804.0,46198.0
Formiga-MG,3126109.0,67683.0
Riachão das Neves-BA,2926202.0,22339.0
Nova América da Colina-PR,4116604.0,3445.0
Rafael Jambeiro-BA,2925956.0,22621.0
Nova Aliança do Ivaí-PR,4116505.0,1543.0
Nossa Senhora das Graças-PR,4116406.0,4008.0
Munhoz de Melo-PR,4116307.0,3984.0
Remanso-BA,2926004.0,41008.0
Morretes-PR,4116208.0,16406.0
Fortaleza de Minas-MG,3126307.0,4412.0
Moreira Sales-PR,4116109.0,12121.0
Amontada-CE,2300754.0,43452.0
Formoso-MG,3126208.0,9562.0
Missal-PR,4116059.0,10702.0
Miraselva-PR,4116000.0,1806.0
Mirador-PR,4115903.0,2213.0
Mercedes-PR,4115853.0,5536.0
Riacho de Santana-BA,2926400.0,35421.0
Retirolândia-BA,2926103.0,14396.0
Presidente Jânio Quadros-BA,2925709.0,12338.0
Palmital-PR,4117800.0,13172.0
Frei Inocêncio-MG,3126901.0,9611.0
Pindaí-BA,2924504.0,16260.0
Araripe-CE,2301307.0,21600.0
Planaltina do Paraná-PR,4119707.0,4263.0
Piên-PR,4119103.0,12746.0
Pitangueiras-PR,4119657.0,3224.0
Pindobaçu-BA,2924603.0,20150.0
Icaraí de Minas-MG,3130051.0,11990.0
Pitanga-PR,4119608.0,30310.0
Piraí do Sul-PR,4119400.0,25463.0
Pintadas-BA,2924652.0,10437.0
Piraquara-PR,4119509.0,113036.0
Piraí do Norte-BA,2924678.0,10023.0
Planalto-PR,4119806.0,13479.0
Ponta Grossa-PR,4119905.0,351736.0
Pilão Arcado-BA,2924405.0,35048.0
Piatã-BA,2924306.0,17123.0
Primeiro de Maio-PR,4120507.0,11123.0
Presidente Castelo Branco-PR,4120408.0,5306.0
Pedro Alexandre-BA,2924207.0,16667.0
Pranchita-PR,4120358.0,5157.0
Prado Ferreira-PR,4120333.0,3753.0
Porto Vitória-PR,4120309.0,4065.0
Porto Rico-PR,4120200.0,2559.0
Ararendá-CE,2301257.0,10935.0
Pedrão-BA,2924108.0,7347.0
Porto Barreiro-PR,4120150.0,3237.0
Aratuba-CE,2301406.0,11847.0
Porto Amazonas-PR,4120101.0,4848.0
Porecatu-PR,4120002.0,12914.0
João Monlevade-MG,3136207.0,79910.0
Santana do Riacho-MG,3159001.0,4295.0
Pontal do Paraná-PR,4119954.0,27284.0
Frei Lagonegro-MG,3126950.0,3478.0
Frei Gaspar-MG,3126802.0,5880.0
Santana dos Montes-MG,3159100.0,3777.0
Paraíso do Norte-PR,4118006.0,13830.0
Porto Seguro-BA,2925303.0,148686.0
Paranavaí-PR,4118402.0,88374.0
José Raydan-MG,3136553.0,4995.0
Santo Antônio do Aventureiro-MG,3160009.0,3602.0
Potiraguá-BA,2925402.0,7224.0
Ponto Novo-BA,2925253.0,14914.0
Aracati-CE,2301109.0,74547.0
Poções-BA,2925105.0,46871.0
Paranaguá-PR,4118204.0,154936.0
Prado-BA,2925501.0,28174.0
Francisco Dumont-MG,3126604.0,5215.0
Santo Antônio do Grama-MG,3160108.0,3911.0
Paranacity-PR,4118105.0,11472.0
Presidente Dutra-BA,2925600.0,15142.0
Paranapoema-PR,4118303.0,3203.0
Morro do Chapéu-BA,2921708.0,35413.0
Francisco Sá-MG,3126703.0,26277.0
Pato Branco-PR,4118501.0,82881.0
Pinhão-PR,4119301.0,32391.0
Pinhalão-PR,4119202.0,6326.0
Piripá-BA,2924702.0,10707.0
Pinhal de São Bento-PR,4119251.0,2731.0
Piritiba-BA,2924801.0,24755.0
Franciscópolis-MG,3126752.0,5391.0
Pinhais-PR,4119152.0,132157.0
Perobal-PR,4118857.0,6127.0
Pato Bragado-PR,4118451.0,5610.0
Planaltino-BA,2924900.0,9322.0
Aracoiaba-CE,2301208.0,26469.0
Peabiru-PR,4118808.0,13996.0
Paulo Frontin-PR,4118709.0,7354.0
Planalto-BA,2925006.0,26265.0
Paula Freitas-PR,4118600.0,5873.0
Pojuca-BA,2925204.0,39519.0
Santo Antônio do Amparo-MG,3159902.0,18525.0
São João do Caiuá-PR,4124905.0,5855.0
Morpará-BA,2921609.0,8519.0
São João do Ivaí-PR,4125001.0,10219.0
Cedro-CE,2303808.0,25557.0
Itatim-BA,2916856.0,14487.0
Moita Bonita-SE,2804102.0,11335.0
Itiruçu-BA,2916906.0,12576.0
Lagoa Dourada-MG,3137403.0,13009.0
Ibiraci-MG,3129707.0,13828.0
Maruim-SE,2804003.0,17213.0
Caucaia-CE,2303709.0,361400.0
Malhador-SE,2803906.0,12618.0
Itiúba-BA,2917003.0,36089.0
Guidoval-MG,3128808.0,7078.0
Malhada dos Bois-SE,2803807.0,3682.0
Santa Bárbara do Monte Verde-MG,3157278.0,3150.0
Itororó-BA,2917102.0,20382.0
Macambira-SE,2803708.0,6919.0
Ituaçu-BA,2917201.0,18962.0
Monte Alegre de Sergipe-SE,2804201.0,15031.0
Muribeca-SE,2804300.0,7625.0
Itarantim-BA,2916807.0,19747.0
Itapetinga-BA,2916401.0,76147.0
Pacatuba-SE,2804904.0,14428.0
Itapicuru-BA,2916500.0,35576.0
Guiricema-MG,3129004.0,8392.0
Nossa Senhora do Socorro-SE,2804805.0,183628.0
Itapitanga-BA,2916609.0,10313.0
Laranjeiras-SE,2803609.0,29826.0
Nossa Senhora de Lourdes-SE,2804706.0,6483.0
Itapé-BA,2916203.0,8761.0
Nossa Senhora da Glória-SE,2804508.0,36924.0
Santa Bárbara do Leste-MG,3157252.0,8147.0
Itaquara-BA,2916708.0,8319.0
Guimarânia-MG,3128907.0,8039.0
Nossa Senhora Aparecida-SE,2804458.0,8796.0
Neópolis-SE,2804409.0,18719.0
Nossa Senhora das Dores-SE,2804607.0,26629.0
Pedra Mole-SE,2805000.0,3261.0
Lagarto-SE,2803500.0,104408.0
Jaguarari-BA,2917706.0,33570.0
Graccho Cardoso-SE,2802601.0,5818.0
General Maynard-SE,2802502.0,3346.0
Jaguaripe-BA,2917805.0,18788.0
Gararu-SE,2802403.0,11604.0
Santa Cruz do Escalvado-MG,3157401.0,4758.0
Catarina-CE,2303600.0,20698.0
Frei Paulo-SE,2802304.0,15421.0
Jandaíra-BA,2917904.0,10709.0
Feira Nova-SE,2802205.0,5584.0
Guarará-MG,3128501.0,3796.0
Jequié-BA,2918001.0,155966.0
Estância-SE,2802106.0,69184.0
Divina Pastora-SE,2802007.0,5138.0
Jeremoabo-BA,2918100.0,40463.0
Ilha das Flores-SE,2802700.0,8520.0
Santa Cruz de Salinas-MG,3157377.0,4142.0
Indiaroba-SE,2802809.0,17957.0
Santa Bárbara do Tugúrio-MG,3157302.0,4430.0
Japoatã-SE,2803401.0,13434.0
Iuiú-BA,2917334.0,10994.0
Japaratuba-SE,2803302.0,18743.0
Itaporanga d'Ajuda-SE,2803203.0,34356.0
Jaborandi-BA,2917359.0,8385.0
Catunda-CE,2303659.0,10342.0
Ituberá-BA,2917300.0,28602.0
Guaxupé-MG,3128709.0,51917.0
Santa Cruz de Minas-MG,3157336.0,8604.0
Itabi-SE,2803104.0,4903.0
Jacaraci-BA,2917409.0,14842.0
Itabaianinha-SE,2803005.0,41928.0
Jacobina-BA,2917508.0,80518.0
Itabaiana-SE,2802908.0,95427.0
Guarda-Mor-MG,3128600.0,6580.0
Jaguaquara-BA,2917607.0,54423.0
Ibiracatu-MG,3129657.0,5400.0
Pedrinhas-SE,2805109.0,9602.0
Umbaúba-SE,2807600.0,25294.0
Coreaú-CE,2304004.0,23136.0
Tomar do Geru-SE,2807501.0,13536.0
Itabuna-BA,2914802.0,213223.0
Tobias Barreto-SE,2807402.0,52191.0
Itacaré-BA,2914901.0,28296.0
Telha-SE,2807303.0,3227.0
São Miguel do Aleixo-SE,2807006.0,3930.0
São Francisco-SE,2806909.0,3724.0
Itaeté-BA,2915007.0,16056.0
São Domingos-SE,2806800.0,11137.0
Itagi-BA,2915106.0,12351.0
São Cristóvão-SE,2806701.0,90072.0
Heliodora-MG,3129202.0,6558.0
Itaberaba-BA,2914703.0,64489.0
Sabinópolis-MG,3156809.0,15470.0
Iapu-MG,3129301.0,11004.0
Ibertioga-MG,3129400.0,5021.0
Iraquara-BA,2914406.0,25216.0
Irará-BA,2914505.0,29034.0
Siriri-SE,2807204.0,8893.0
Crateús-CE,2304103.0,75074.0
Irecê-BA,2914604.0,72967.0
Itabela-BA,2914653.0,30584.0
Lagoa Santa-MG,3137601.0,64527.0
Sacramento-MG,3156908.0,26185.0
Itagibá-BA,2915205.0,14579.0
Choró-CE,2303931.0,13521.0
Itamari-BA,2915700.0,8035.0
Riachuelo-SE,2805901.0,10213.0
Itambé-BA,2915809.0,23049.0
Propriá-SE,2805703.0,29626.0
Itanagra-BA,2915908.0,6441.0
Poço Verde-SE,2805505.0,23728.0
Poço Redondo-SE,2805406.0,34775.0
Itanhém-BA,2916005.0,19405.0
Riachão do Dantas-SE,2805802.0,19805.0
Porto da Folha-SE,2805604.0,28596.0
Itaparica-BA,2916104.0,22228.0
Lagoa Formosa-MG,3137502.0,18052.0
Santa Bárbara-MG,3157203.0,31324.0
Pirambu-SE,2805307.0,9280.0
Pinhão-SE,2805208.0,6576.0
Itapebi-BA,2916302.0,10259.0
Chaval-CE,2303907.0,13069.0
Chorozinho-CE,2303956.0,20264.0
Simão Dias-SE,2807105.0,40484.0
Itagimirim-BA,2915304.0,6869.0
Santo Amaro das Brotas-SE,2806602.0,12102.0
Gurinhatã-MG,3129103.0,5639.0
Itaguaçu da Bahia-BA,2915353.0,14429.0
Santana do São Francisco-SE,2806404.0,7780.0
Santa Rosa de Lima-SE,2806503.0,3913.0
Salto da Divisa-MG,3157104.0,7009.0
Itaju do Colônia-BA,2915403.0,6682.0
Salinas-MG,3157005.0,41527.0
Santa Luzia do Itanhy-SE,2806305.0,14035.0
Salgado-SE,2806206.0,19998.0
Itajuípe-BA,2915502.0,20491.0
Rosário do Catete-SE,2806107.0,10855.0
Itamaraju-BA,2915601.0,64486.0
Ribeirópolis-SE,2806008.0,18652.0
Lagoa Grande-MG,3137536.0,9532.0
Marmeleiro-PR,4115408.0,14367.0
Cristinápolis-SE,2801702.0,17874.0
Tunas do Paraná-PR,4127882.0,8769.0
Maragogipe-BA,2920601.0,44677.0
Campos Sales-CE,2302701.0,27426.0
Três Barras do Paraná-PR,4127858.0,12040.0
Tomazina-PR,4127809.0,7918.0
Grupiara-MG,3127909.0,1388.0
Maraú-BA,2920700.0,20570.0
Toledo-PR,4127700.0,140635.0
Marcionílio Souza-BA,2920809.0,10406.0
Juruaia-MG,3136900.0,10563.0
Santa Maria do Salto-MG,3158102.0,5232.0
Tijucas do Sul-PR,4127601.0,16868.0
Tibagi-PR,4127502.0,20522.0
Terra Roxa-PR,4127403.0,17481.0
Mascote-BA,2920908.0,13822.0
Camocim-CE,2302602.0,63661.0
Tuneiras do Oeste-PR,4127908.0,8566.0
Tupãssi-PR,4127957.0,8124.0
Maracás-BA,2920502.0,20834.0
Turvo-PR,4127965.0,13215.0
Verê-PR,4128609.0,7257.0
Vera Cruz do Oeste-PR,4128559.0,8521.0
Ventania-PR,4128534.0,11892.0
Malhada-BA,2920205.0,16845.0
Uraí-PR,4128401.0,11314.0
Malhada de Pedras-BA,2920304.0,8393.0
União da Vitória-PR,4128203.0,57517.0
Uniflor-PR,4128302.0,2605.0
Manoel Vitorino-BA,2920403.0,13240.0
Umuarama-PR,4128104.0,111557.0
Mansidão-BA,2920452.0,13643.0
Juvenília-MG,3136959.0,5724.0
Santa Maria de Itabira-MG,3158003.0,10847.0
Grão Mogol-MG,3127800.0,15836.0
Ubiratã-PR,4128005.0,21013.0
Canindé-CE,2302800.0,76997.0
São Pedro do Paraná-PR,4125902.0,2313.0
São Pedro do Ivaí-PR,4125803.0,10981.0
São Pedro do Iguaçu-PR,4125753.0,5897.0
Mirangaba-BA,2921401.0,18338.0
Santa Rita de Ibitipoca-MG,3159407.0,3425.0
São Miguel do Iguaçu-PR,4125704.0,27452.0
Boa Viagem-CE,2302404.0,54470.0
São Mateus do Sul-PR,4125605.0,46261.0
Mirante-BA,2921450.0,8641.0
São Manoel do Paraná-PR,4125555.0,2160.0
São João do Triunfo-PR,4125100.0,15120.0
Monte Santo-BA,2921500.0,49418.0
Santa Rita de Jacutinga-MG,3159308.0,4884.0
Gonçalves-MG,3127404.0,4350.0
São Sebastião da Amoreira-PR,4126009.0,8853.0
São Tomé-PR,4126108.0,5722.0
Gouveia-MG,3127602.0,11825.0
Santa Maria do Suaçuí-MG,3158201.0,14615.0
Mata de São João-BA,2921005.0,46583.0
Terra Boa-PR,4127205.0,17094.0
Matina-BA,2921054.0,12201.0
Medeiros Neto-BA,2921104.0,22688.0
