Name,city_ibge_code,estimated_population_2019
Boa Vista das Missões-RS,4302154.0,2098.0
Constantina-RS,4305801.0,9911.0
Morada Nova-CE,2308708.0,61890.0
Coqueiros do Sul-RS,4305850.0,2306.0
Bento Gonçalves-RS,4302105.0,120454.0
Paulistas-MG,3148400.0,4830.0
Boqueirão do Leão-RS,4302451.0,7714.0
Paula Cândido-MG,3148301.0,9571.0
Ciríaco-RS,4305504.0,4747.0
Bom Retiro do Sul-RS,4302402.0,12328.0
Marliéria-MG,3140308.0,4039.0
Patrocínio do Muriaé-MG,3148202.0,5684.0
Pará de Minas-MG,3147105.0,93969.0
Boa Vista do Sul-RS,4302253.0,2783.0
Bom Progresso-RS,4302378.0,1942.0
Bom Princípio-RS,4302352.0,14055.0
Bom Jesus-RS,4302303.0,11349.0
Colinas-RS,4305587.0,2438.0
Pacajus-CE,2309607.0,72203.0
Cerro Grande do Sul-RS,4305173.0,12239.0
Nova Olinda-CE,2309201.0,15565.0
Passa-Vinte-MG,3147808.0,2039.0
Novo Oriente-CE,2309409.0,28607.0
Canudos do Vale-RS,4304614.0,1716.0
Carlos Barbosa-RS,4304804.0,29833.0
Passos-MG,3147907.0,114679.0
Carlos Gomes-RS,4304853.0,1377.0
Casca-RS,4304903.0,9031.0
Canguçu-RS,4304507.0,56045.0
Canoas-RS,4304606.0,346616.0
Caseiros-RS,4304952.0,3202.0
Capela de Santana-RS,4304689.0,11940.0
Capão do Cipó-RS,4304655.0,3651.0
Capão do Leão-RS,4304663.0,25354.0
Martins Soares-MG,3140530.0,8417.0
Passabém-MG,3147501.0,1649.0
Carazinho-RS,4304705.0,62110.0
Capão da Canoa-RS,4304630.0,53049.0
Capão Bonito do Sul-RS,4304622.0,1654.0
Caraá-RS,4304713.0,8270.0
Capivari do Sul-RS,4304671.0,4660.0
Capitão-RS,4304697.0,2757.0
Canela-RS,4304408.0,44998.0
Campinas do Sul-RS,4303806.0,5454.0
Centenário-RS,4305116.0,2891.0
Campina das Missões-RS,4303707.0,5474.0
Cerrito-RS,4305124.0,6091.0
Mucambo-CE,2309003.0,14537.0
Patos de Minas-MG,3148004.0,152488.0
Campestre da Serra-RS,4303673.0,3388.0
Cambará do Sul-RS,4303608.0,6431.0
Camargo-RS,4303558.0,2733.0
Cerro Grande-RS,4305157.0,2311.0
Martinho Campos-MG,3140506.0,13388.0
Cerro Branco-RS,4305132.0,4691.0
Mata Verde-MG,3140555.0,8586.0
Passa Tempo-MG,3147709.0,8084.0
Mulungu-CE,2309102.0,10823.0
Catuípe-RS,4305009.0,8774.0
Candiota-RS,4304358.0,9584.0
Candelária-RS,4304200.0,31365.0
Campos Borges-RS,4304101.0,3320.0
Caxias do Sul-RS,4305108.0,510906.0
Patis-MG,3147956.0,5972.0
Caçapava do Sul-RS,4302808.0,33624.0
Campo Novo-RS,4304002.0,4484.0
Campo Bom-RS,4303905.0,66712.0
Ocara-CE,2309458.0,25703.0
Coronel Barros-RS,4305871.0,2519.0
Taipas do Tocantins-TO,1720937.0,2148.0
Pacatuba-CE,2309706.0,83432.0
Barão do Triunfo-RS,4301750.0,7487.0
Paraguaçu-MG,3147204.0,21513.0
Pedra do Indaiá-MG,3148905.0,3972.0
Matias Barbosa-MG,3140803.0,14468.0
Alpestre-RS,4300505.0,6258.0
Almirante Tamandaré do Sul-RS,4300471.0,1964.0
Dom Pedro de Alcântara-RS,4306551.0,2534.0
Dona Francisca-RS,4306700.0,3041.0
Alegrete-RS,4300406.0,73589.0
Palhano-CE,2310001.0,9386.0
Alecrim-RS,4300307.0,5950.0
Alegria-RS,4300455.0,3464.0
Alto Alegre-RS,4300554.0,1638.0
Dois Irmãos das Missões-RS,4306429.0,2026.0
Anta Gorda-RS,4300703.0,5981.0
André da Rocha-RS,4300661.0,1333.0
Dois Lajeados-RS,4306452.0,3400.0
Ametista do Sul-RS,4300646.0,7409.0
Amaral Ferrador-RS,4300638.0,7031.0
Dom Feliciano-RS,4306502.0,15414.0
Alvorada-RS,4300604.0,210305.0
Alto Feliz-RS,4300570.0,3028.0
Dom Pedrito-RS,4306601.0,38461.0
Miraíma-CE,2308377.0,13818.0
Pedra do Anta-MG,3148806.0,3052.0
Doutor Maurício Cardoso-RS,4306734.0,4549.0
Marilac-MG,3140100.0,4115.0
Encruzilhada do Sul-RS,4306908.0,25877.0
Paracatu-MG,3147006.0,93158.0
Pedrinópolis-MG,3149200.0,3635.0
Tupiratins-TO,1721307.0,2671.0
Tupirama-TO,1721257.0,1891.0
Tocantínia-TO,1721109.0,7545.0
Tocantinópolis-TO,1721208.0,22870.0
Entre Rios do Sul-RS,4306957.0,2792.0
Talismã-TO,1720978.0,2793.0
Meruoca-CE,2308203.0,15057.0
Engenho Velho-RS,4306924.0,1034.0
Doutor Ricardo-RS,4306759.0,1983.0
Wanderlândia-TO,1722081.0,11683.0
Pedralva-MG,3149101.0,11195.0
Ajuricaba-RS,4300208.0,7024.0
Agudo-RS,4300109.0,16461.0
Milhã-CE,2308351.0,13155.0
Eldorado do Sul-RS,4306767.0,41285.0
Aceguá-RS,4300034.0,4901.0
Pedras de Maria da Cruz-MG,3149150.0,12107.0
Encantado-RS,4306809.0,22706.0
Milagres-CE,2308302.0,27512.0
Xambioá-TO,1722107.0,11540.0
Dois Irmãos-RS,4306403.0,32671.0
Barra do Ribeiro-RS,4301909.0,13491.0
Barra do Quaraí-RS,4301875.0,4215.0
Monsenhor Tabosa-CE,2308609.0,17234.0
Crissiumal-RS,4306007.0,13448.0
Barra do Guarita-RS,4301859.0,3248.0
Cristal-RS,4306056.0,8009.0
Pacoti-CE,2309805.0,12261.0
Barra Funda-RS,4301958.0,2539.0
Balneário Pinhal-RS,4301636.0,14068.0
Cristal do Sul-RS,4306072.0,2847.0
Cruz Alta-RS,4306106.0,60299.0
Bagé-RS,4301602.0,121143.0
Augusto Pestana-RS,4301503.0,6661.0
Coxilha-RS,4305975.0,2756.0
Pavão-MG,3148509.0,8450.0
Coronel Bicaco-RS,4305900.0,7325.0
Barão de Cotegipe-RS,4301701.0,6623.0
Barão-RS,4301651.0,6171.0
Coronel Pilar-RS,4305934.0,1628.0
Cotiporã-RS,4305959.0,3853.0
Paraopeba-MG,3147402.0,24540.0
Barros Cassal-RS,4302006.0,11199.0
Mateus Leme-MG,3140704.0,31086.0
Pedra Azul-MG,3148707.0,24324.0
Barracão-RS,4301800.0,5275.0
Barra do Rio Azul-RS,4301925.0,1690.0
Cruzaltense-RS,4306130.0,1833.0
Mombaça-CE,2308500.0,43797.0
Derrubadas-RS,4306320.0,2805.0
Arroio do Meio-RS,4301008.0,20805.0
Arroio Grande-RS,4301305.0,18293.0
Aratiba-RS,4300901.0,6235.0
Pedra Bonita-MG,3148756.0,7097.0
Missão Velha-CE,2308401.0,35393.0
Araricá-RS,4300877.0,5698.0
Dezesseis de Novembro-RS,4306353.0,2427.0
Pedra Dourada-MG,3149002.0,2504.0
Dilermando de Aguiar-RS,4306379.0,3014.0
Arambaré-RS,4300851.0,3581.0
Antônio Prado-RS,4300802.0,13050.0
Pacujá-CE,2309904.0,6533.0
Maripá de Minas-MG,3140209.0,2973.0
David Canabarro-RS,4306304.0,4740.0
Arvorezinha-RS,4301404.0,10424.0
Cruzeiro do Sul-RS,4306205.0,12348.0
Paraisópolis-MG,3147303.0,21083.0
Arroio dos Ratos-RS,4301107.0,14151.0
Mathias Lobato-MG,3171501.0,3203.0
Arroio do Tigre-RS,4301206.0,13373.0
Arroio do Sal-RS,4301057.0,10065.0
Cândido Godói-RS,4304309.0,6198.0
Arroio do Padre-RS,4301073.0,2937.0
Benjamin Constant do Sul-RS,4302055.0,1994.0
Presidente Bernardes-MG,3153103.0,5369.0
Centenário-TO,1704105.0,2905.0
Imbé-RS,4310330.0,22800.0
Palmitinho-RS,4313805.0,7057.0
Barra do Mendes-BA,2903003.0,13865.0
Poté-MG,3152402.0,16555.0
Panambi-RS,4313904.0,43667.0
Barra do Choça-BA,2902906.0,31603.0
Barreiras-BA,2903201.0,155439.0
Pantano Grande-RS,4313953.0,9174.0
Paraí-RS,4314001.0,7657.0
Iracema-CE,2306009.0,14297.0
Reriutaba-CE,2311702.0,18491.0
Barra do Rocha-BA,2903102.0,5714.0
Palmeira das Missões-RS,4313706.0,33303.0
Barra-BA,2902708.0,53578.0
Paim Filho-RS,4313607.0,3828.0
Redenção-CE,2311603.0,29053.0
Barra da Estiva-BA,2902807.0,20598.0
Nova Resende-MG,3145109.0,16723.0
Mercês-MG,3141603.0,10739.0
Irauçuba-CE,2306108.0,24156.0
Palmares do Sul-RS,4313656.0,11318.0
Porto Firme-MG,3152303.0,11279.0
Passo Fundo-RS,4314100.0,203275.0
Nova Porteirinha-MG,3145059.0,7500.0
Belmonte-BA,2903409.0,23328.0
Passo do Sobrado-RS,4314076.0,6535.0
Luisburgo-MG,3138674.0,6266.0
Pouso Alto-MG,3152600.0,5940.0
Belo Campo-BA,2903508.0,17211.0
Ipueiras-CE,2305902.0,38166.0
Barrocas-BA,2903276.0,15978.0
Barro Alto-BA,2903235.0,14931.0
Paraíso do Sul-RS,4314027.0,7611.0
Luislândia-MG,3138682.0,6699.0
Passa Sete-RS,4314068.0,5702.0
Pouso Alegre-MG,3152501.0,150737.0
Barro Preto-BA,2903300.0,5591.0
Parobé-RS,4314050.0,58272.0
Pareci Novo-RS,4314035.0,3837.0
Luminárias-MG,3138708.0,5446.0
Osório-RS,4313508.0,45994.0
Aracatu-BA,2902005.0,13135.0
Araci-BA,2902104.0,54379.0
Nova Prata-RS,4313300.0,27257.0
Itaiçaba-CE,2306207.0,7827.0
Nova Petrópolis-RS,4313201.0,21353.0
Aramari-BA,2902203.0,11397.0
Quixeré-CE,2311504.0,22149.0
Luz-MG,3138807.0,18215.0
Ponto Chique-MG,3152131.0,4261.0
Nova Pádua-RS,4313086.0,2553.0
Nova Ramada-RS,4313334.0,2242.0
Nova Esperança do Sul-RS,4313037.0,5352.0
Itapajé-CE,2306306.0,52675.0
Nova Hartz-RS,4313060.0,21615.0
Quixeramobim-CE,2311405.0,81082.0
Aporá-BA,2901908.0,17731.0
Ponte Nova-MG,3152105.0,59742.0
Nova Palma-RS,4313102.0,6512.0
Apuarema-BA,2901957.0,7330.0
Nova União-MG,3136603.0,5725.0
Novo Machado-RS,4313425.0,3323.0
Baianópolis-BA,2902500.0,13877.0
Novo Xingu-RS,4313466.0,1719.0
Não-Me-Toque-RS,4312658.0,17624.0
Baixa Grande-BA,2902609.0,20468.0
Itaitinga-CE,2306256.0,37980.0
Nova Serrana-MG,3145208.0,102693.0
Banzaê-BA,2902658.0,13229.0
Aurelino Leal-BA,2902401.0,11531.0
Porteirinha-MG,3152204.0,37906.0
Arataca-BA,2902252.0,11019.0
Mendes Pimentel-MG,3141504.0,6446.0
Nova Roma do Sul-RS,4313359.0,3689.0
Ponto dos Volantes-MG,3152170.0,12121.0
Nova Santa Rita-RS,4313375.0,29300.0
Aratuípe-BA,2902302.0,8825.0
Novo Barreiro-RS,4313490.0,4164.0
Araças-BA,2902054.0,12177.0
Novo Cabrais-RS,4313391.0,4196.0
Novo Hamburgo-RS,4313409.0,246748.0
Nova Candelária-RS,4313011.0,2698.0
Paulo Bento-RS,4314134.0,2293.0
Nova Ponte-MG,3145000.0,15545.0
Pratinha-MG,3153004.0,3603.0
Independência-CE,2305605.0,26178.0
Cachoeira-BA,2904902.0,33470.0
Pouso Novo-RS,4315131.0,1639.0
Nova Era-MG,3144706.0,17578.0
Lima Duarte-MG,3138609.0,16698.0
Caculé-BA,2905008.0,23170.0
Poço das Antas-RS,4314753.0,2098.0
Presidente Lucena-RS,4315149.0,2901.0
Caetanos-BA,2905156.0,14542.0
Cabaceiras do Paraguaçu-BA,2904852.0,18807.0
Porto Lucena-RS,4315008.0,4678.0
Prata-MG,3152808.0,27856.0
Buerarema-BA,2904704.0,18349.0
Nova Lima-MG,3144805.0,94889.0
Buritirama-BA,2904753.0,21174.0
Porto Mauá-RS,4315057.0,2374.0
Portão-RS,4314803.0,37079.0
Porto Vera Cruz-RS,4315073.0,1360.0
Caatiba-BA,2904803.0,6758.0
Porto Xavier-RS,4315107.0,10246.0
Santa Quitéria-CE,2312205.0,43703.0
Santana do Acaraú-CE,2312007.0,32452.0
Quatro Irmãos-RS,4315313.0,1849.0
Caldeirão Grande-BA,2905503.0,13327.0
Quevedos-RS,4315321.0,2788.0
Quinze de Novembro-RS,4315354.0,3796.0
Redentora-RS,4315404.0,11549.0
Relvado-RS,4315453.0,2090.0
Iguatu-CE,2305506.0,102498.0
Camacan-BA,2905602.0,31988.0
Progresso-RS,4315156.0,6244.0
Caetité-BA,2905206.0,50975.0
Pratápolis-MG,3152907.0,8603.0
Nova Belém-MG,3144672.0,3190.0
Minduri-MG,3141900.0,3894.0
Cafarnaum-BA,2905305.0,18437.0
Protásio Alves-RS,4315172.0,1947.0
Putinga-RS,4315206.0,3919.0
Quaraí-RS,4315305.0,22687.0
Cairu-BA,2905404.0,18176.0
Porto Alegre-RS,4314902.0,1483771.0
Picada Café-RS,4314423.0,5742.0
Bom Jesus da Serra-BA,2903953.0,9880.0
Mesquita-MG,3141702.0,5605.0
Pinhal-RS,4314456.0,2579.0
Ipaumirim-CE,2305704.0,12463.0
Pinhal Grande-RS,4314472.0,4350.0
Pinhal da Serra-RS,4314464.0,1941.0
Boninal-BA,2904001.0,14368.0
Saboeiro-CE,2311900.0,15819.0
Pinheirinho do Vale-RS,4314498.0,4871.0
Biritinga-BA,2903607.0,15979.0
Paverama-RS,4314159.0,8487.0
Poço Fundo-MG,3151701.0,16791.0
Boa Nova-BA,2903706.0,12633.0
Pedro Osório-RS,4314209.0,7730.0
Nova Módica-MG,3144904.0,3600.0
Pejuçara-RS,4314308.0,3874.0
Pelotas-RS,4314407.0,342405.0
Boa Vista do Tupim-BA,2903805.0,18576.0
Bom Jesus da Lapa-BA,2903904.0,69148.0
Ipu-CE,2305803.0,41964.0
Bonito-BA,2904050.0,16764.0
Minas Novas-MG,3141801.0,31484.0
Brejões-BA,2904308.0,14295.0
Ponte Preta-RS,4314787.0,1547.0
Limeira do Oeste-MG,3138625.0,7536.0
Ipaporanga-CE,2305654.0,11593.0
Prados-MG,3152709.0,9031.0
Brotas de Macaúbas-BA,2904506.0,10231.0
Pontão-RS,4314779.0,3904.0
Brumado-BA,2904605.0,67195.0
Salitre-CE,2311959.0,16554.0
Planalto-RS,4314704.0,10084.0
Brejolândia-BA,2904407.0,10557.0
Pinheiro Machado-RS,4314506.0,12271.0
Lontra-MG,3138658.0,9661.0
Poços de Caldas-MG,3151800.0,167397.0
Boquira-BA,2904100.0,21508.0
Pinto Bandeira-RS,4314548.0,3003.0
Botuporã-BA,2904209.0,10211.0
Pirapó-RS,4314555.0,2304.0
Piratini-RS,4314605.0,20663.0
Russas-CE,2311801.0,78194.0
Novo Cruzeiro-MG,3145307.0,31331.0
Jari-RS,4311130.0,3503.0
Ananás-TO,1701002.0,9549.0
Manhuaçu-MG,3139409.0,90229.0
Piranguçu-MG,3150901.0,5472.0
Jóia-RS,4311155.0,8560.0
Alvorada-TO,1700707.0,8412.0
Angico-TO,1701051.0,3433.0
Júlio de Castilhos-RS,4311205.0,19293.0
Jaguaribe-CE,2306900.0,34682.0
Lagoa Bonita do Sul-RS,4311239.0,2903.0
Aliança do Tocantins-TO,1700350.0,5390.0
Lagoa Vermelha-RS,4311304.0,27807.0
Almas-TO,1700400.0,7055.0
Aguiarnópolis-TO,1700301.0,6733.0
Oratórios-MG,3145851.0,4655.0
Jardim-CE,2307106.0,27174.0
Jacutinga-RS,4310900.0,3561.0
Araguatins-TO,1702208.0,35761.0
Jaguari-RS,4311106.0,10848.0
Araguanã-TO,1702158.0,5729.0
Poranga-CE,2311009.0,12336.0
Araguacema-TO,1701903.0,7086.0
Jaguarão-RS,4311007.0,26680.0
Aragominas-TO,1701309.0,5758.0
Jaquirana-RS,4311122.0,3716.0
Aparecida do Rio Negro-TO,1701101.0,4795.0
Jaguaruana-CE,2307007.0,33705.0
Jacuizinho-RS,4310876.0,2692.0
Jaguaribara-CE,2306801.0,11401.0
Lavras do Sul-RS,4311502.0,7480.0
Porteiras-CE,2311108.0,14996.0
Liberato Salzano-RS,4311601.0,5219.0
Pirapora-MG,3151206.0,56428.0
Lindolfo Collor-RS,4311627.0,6054.0
Oliveira Fortes-MG,3145703.0,2133.0
Matutina-MG,3141207.0,3749.0
Onça de Pitangui-MG,3145802.0,3148.0
Abreulândia-TO,1700251.0,2579.0
Lagoa dos Três Cantos-RS,4311270.0,1609.0
Lagoão-RS,4311254.0,6452.0
Manga-MG,3139300.0,18407.0
Olímpio Noronha-MG,3145505.0,2787.0
Pirapetinga-MG,3151107.0,10752.0
Lajeado-RS,4311403.0,84014.0
Lajeado do Bugre-RS,4311429.0,2564.0
Araguaçu-TO,1702000.0,8517.0
Cachoeirinha-TO,1703826.0,2275.0
Inhacorá-RS,4310413.0,2226.0
Ipiranga do Sul-RS,4310462.0,1889.0
Buriti do Tocantins-TO,1703800.0,11348.0
Brejinho de Nazaré-TO,1703701.0,5497.0
Ipê-RS,4310439.0,6640.0
Independência-RS,4310405.0,6167.0
Brasilândia do Tocantins-TO,1703602.0,2201.0
Iraí-RS,4310504.0,7241.0
Ouro Branco-MG,3145901.0,39500.0
Matozinhos-MG,3141108.0,37820.0
Bom Jesus do Tocantins-TO,1703305.0,4894.0
Bernardo Sayão-TO,1703206.0,4459.0
Itaara-RS,4310538.0,5499.0
Campos Lindos-TO,1703842.0,10116.0
Caseara-TO,1703909.0,5369.0
Carrasco Bonito-TO,1703891.0,4095.0
Piracema-MG,3150604.0,6409.0
Carmolândia-TO,1703883.0,2580.0
Imigrante-RS,4310363.0,3120.0
Cariri do Tocantins-TO,1703867.0,4382.0
Jijoca de Jericoacoara-CE,2307254.0,19816.0
Piquet Carneiro-CE,2310902.0,16959.0
Jati-CE,2307205.0,8111.0
Itacurubi-RS,4310553.0,3465.0
Augustinópolis-TO,1702554.0,18412.0
Ivorá-RS,4310751.0,1910.0
Arraias-TO,1702406.0,10567.0
Ivoti-RS,4310801.0,24293.0
Orizânia-MG,3145877.0,8018.0
Arapoema-TO,1702307.0,6643.0
Piranguinho-MG,3151008.0,8596.0
Araguaína-TO,1702109.0,180470.0
Jaboticaba-RS,4310850.0,3810.0
Aurora do Tocantins-TO,1702703.0,3757.0
Itatiba do Sul-RS,4310702.0,3324.0
Pirajuba-MG,3150703.0,6199.0
Barrolândia-TO,1703107.0,5632.0
Barra do Ouro-TO,1703073.0,4591.0
Itapuca-RS,4310579.0,2094.0
Pires Ferreira-CE,2310951.0,10951.0
Bandeirantes do Tocantins-TO,1703057.0,3553.0
Itaqui-RS,4310603.0,37620.0
Babaçulândia-TO,1703008.0,10664.0
Manhumirim-MG,3139508.0,22707.0
Piranga-MG,3150802.0,17626.0
Itati-RS,4310652.0,2419.0
Axixá do Tocantins-TO,1702901.0,9756.0
Linha Nova-RS,4311643.0,1714.0
Antônio Gonçalves-BA,2901809.0,11798.0
Machadinho-RS,4311700.0,5445.0
Mampituba-RS,4311734.0,2981.0
Amargosa-BA,2901007.0,37241.0
Morro Redondo-RS,4312450.0,6568.0
Morro Reuter-RS,4312476.0,6407.0
Amélia Rodrigues-BA,2901106.0,25102.0
Mostardas-RS,4312500.0,12804.0
Quixadá-CE,2311306.0,87728.0
Muitos Capões-RS,4312617.0,3162.0
América Dourada-BA,2901155.0,16094.0
Muliterno-RS,4312625.0,1893.0
Machado-MG,3139003.0,42133.0
Planura-MG,3151602.0,12133.0
Itapiúna-CE,2306504.0,20382.0
Anagé-BA,2901205.0,22005.0
Olaria-MG,3145406.0,1747.0
Montenegro-RS,4312401.0,65264.0
Alcobaça-BA,2900801.0,22470.0
Mormaço-RS,4312427.0,3085.0
Morrinhos do Sul-RS,4312443.0,2949.0
Almadina-BA,2900900.0,5464.0
Novorizonte-MG,3145372.0,5299.0
Medeiros-MG,3141306.0,3802.0
Itarema-CE,2306553.0,41826.0
Anguera-BA,2901502.0,11221.0
Itapipoca-CE,2306405.0,129358.0
Antas-BA,2901601.0,19291.0
Machacalis-MG,3138906.0,7111.0
Nova Araçá-RS,4312807.0,4759.0
Pompéu-MG,3152006.0,31812.0
Antônio Cardoso-BA,2901700.0,11683.0
Nova Boa Vista-RS,4312955.0,1775.0
Nova Bréscia-RS,4313003.0,3330.0
Nova Bassano-RS,4312906.0,9916.0
Muçum-RS,4312609.0,4954.0
Angical-BA,2901403.0,13977.0
Quixelô-CE,2311355.0,16178.0
Pocrane-MG,3151909.0,8432.0
Andaraí-BA,2901304.0,13143.0
Nicolau Vergueiro-RS,4312674.0,1682.0
Nova Alvorada-RS,4312757.0,3625.0
Andorinha-BA,2901353.0,14595.0
Medina-MG,3141405.0,20820.0
Nonoai-RS,4312708.0,11695.0
Novo Oriente de Minas-MG,3145356.0,10755.0
Alagoinhas-BA,2900702.0,151596.0
Piumhi-MG,3151503.0,34691.0
Marcelino Ramos-RS,4311908.0,4402.0
Mariana Pimentel-RS,4311981.0,3885.0
Mariano Moro-RS,4312005.0,2031.0
Marques de Souza-RS,4312054.0,4009.0
Piraúba-MG,3151305.0,10787.0
Manoel Viana-RS,4311759.0,7299.0
Mamonas-MG,3139250.0,6543.0
Potengi-CE,2311207.0,11045.0
Jaguaretama-CE,2306702.0,18162.0
Oliveira-MG,3145604.0,41687.0
Maratá-RS,4311791.0,2691.0
Marau-RS,4311809.0,44161.0
Maquiné-RS,4311775.0,6714.0
Mata-RS,4312104.0,4823.0
Acajutiba-BA,2900306.0,15159.0
Olhos-d'Água-MG,3145455.0,6096.0
Miraguaí-RS,4312302.0,4925.0
Quiterianópolis-CE,2311264.0,21084.0
Adustina-BA,2900355.0,17040.0
Montauri-RS,4312351.0,1453.0
Aiquara-BA,2900603.0,4446.0
Monte Alegre dos Campos-RS,4312377.0,3226.0
Monte Belo do Sul-RS,4312385.0,2548.0
Madre de Deus de Minas-MG,3139102.0,5098.0
Abaíra-BA,2900108.0,8739.0
Potiretama-CE,2311231.0,6419.0
Mato Castelhano-RS,4312138.0,2540.0
Itatira-CE,2306603.0,21647.0
Mato Leitão-RS,4312153.0,4515.0
Mato Queimado-RS,4312179.0,1648.0
Maximiliano de Almeida-RS,4312203.0,4377.0
Malacacheta-MG,3139201.0,18650.0
Pitangui-MG,3151404.0,27989.0
Abaré-BA,2900207.0,20086.0
Maçambará-RS,4311718.0,4587.0
Minas do Leão-RS,4312252.0,8075.0
Sítio Novo do Tocantins-TO,1720804.0,9029.0
Ibiaí-MG,3129608.0,8395.0
Teresópolis-RJ,3305802.0,182594.0
Coronel Xavier Chaves-MG,3119708.0,3434.0
São João das Missões-MG,3162450.0,13014.0
Cabrobó-PE,2603009.0,34221.0
Igarapé do Meio-MA,2105153.0,14177.0
Coronel Pacheco-MG,3119609.0,3086.0
Cachoeirinha-PE,2603108.0,20380.0
Água Boa-MG,3100609.0,13735.0
São João del Rei-MG,3162500.0,90082.0
Coronel Fabriciano-MG,3119401.0,109855.0
Caetés-PE,2603207.0,28739.0
Itaipava do Grajaú-MA,2105351.0,16057.0
Imperatriz-MA,2105302.0,258682.0
São João da Mata-MG,3162302.0,2749.0
Icatu-MA,2105104.0,27113.0
Brejo da Madre de Deus-PE,2602605.0,50742.0
Cristais-MG,3120201.0,12798.0
Brejão-PE,2602407.0,8993.0
Buenos Aires-PE,2602704.0,13155.0
Buíque-PE,2602803.0,58378.0
Cabo de Santo Agostinho-PE,2602902.0,207048.0
Igarapé Grande-MA,2105203.0,11320.0
Iturama-MG,3134400.0,39263.0
São João da Ponte-MG,3162401.0,25165.0
Major Isidoro-AL,2704401.0,19804.0
Água Comprida-MG,3100708.0,1999.0
Couto de Magalhães de Minas-MG,3120102.0,4410.0
Maceió-AL,2704302.0,1018948.0
Canhotinho-PE,2603702.0,24804.0
Limoeiro de Anadia-AL,2704203.0,28635.0
Cordisburgo-MG,3118908.0,8890.0
Capoeiras-PE,2603801.0,20048.0
Jatobá-MA,2105450.0,10153.0
Itinga do Maranhão-MA,2105427.0,26000.0
São João do Manhuaçu-MG,3162559.0,11559.0
Jenipapo dos Vieiras-MA,2105476.0,16515.0
Coração de Jesus-MG,3118809.0,26602.0
Carnaubeira da Penha-PE,2603926.0,12932.0
Joselândia-MA,2105609.0,16168.0
Itumirim-MG,3134301.0,6023.0
Coromandel-MG,3119302.0,27974.0
Calumbi-PE,2603405.0,5750.0
Calçado-PE,2603306.0,11053.0
Coroaci-MG,3119203.0,9991.0
Wenceslau Braz-MG,3172202.0,2552.0
Inimutaba-MG,3131109.0,7515.0
Camutanga-PE,2603603.0,8551.0
Itapecuru Mirim-MA,2105401.0,68203.0
Corinto-MG,3119104.0,23731.0
Camocim de São Félix-PE,2603504.0,18765.0
Cordislândia-MG,3119005.0,3538.0
Camaragibe-PE,2603454.0,157828.0
Várzea da Palma-MG,3170800.0,39493.0
Mar Vermelho-AL,2704906.0,3514.0
Curral de Dentro-MG,3120870.0,7729.0
Belo Jardim-PE,2601706.0,76439.0
Gonçalves Dias-MA,2104404.0,17934.0
Cuparaque-MG,3120839.0,4982.0
Belém de Maria-PE,2601508.0,12073.0
São João Batista do Glória-MG,3162203.0,7453.0
Águas Vermelhas-MG,3101003.0,13539.0
Governador Archer-MA,2104503.0,10840.0
Governador Edison Lobão-MA,2104552.0,18296.0
São João Evangelista-MG,3162807.0,15774.0
Maravilha-AL,2704609.0,9163.0
Cruzília-MG,3120805.0,15417.0
Belém do São Francisco-PE,2601607.0,20729.0
Araçoiaba-PE,2601052.0,20524.0
Cássia-MG,3115102.0,17740.0
Arcoverde-PE,2601201.0,74338.0
Fortaleza dos Nogueiras-MA,2104107.0,12631.0
São José do Jacuri-MG,3163508.0,6453.0
Godofredo Viana-MA,2104305.0,11819.0
Curvelo-MG,3120904.0,80129.0
Barra de Guabiraba-PE,2601300.0,14385.0
Fortuna-MA,2104206.0,15552.0
Barreiros-PE,2601409.0,42659.0
São José do Mantimento-MG,3163607.0,2791.0
Marechal Deodoro-AL,2704708.0,51901.0
Humberto de Campos-MA,2105005.0,28717.0
Governador Eugênio Barros-MA,2104602.0,16828.0
Maragogi-AL,2704500.0,32704.0
Bom Conselho-PE,2602100.0,48554.0
Cristália-MG,3120300.0,5971.0
Bom Jardim-PE,2602209.0,39184.0
Itutinga-MG,3134509.0,3788.0
São João da Lagoa-MG,3162252.0,4915.0
Cristina-MG,3120508.0,10242.0
Bonito-PE,2602308.0,38134.0
Graça Aranha-MA,2104701.0,6262.0
Cristiano Otoni-MG,3120409.0,5150.0
Brejinho-PE,2602506.0,7487.0
Guimarães-MA,2104909.0,12030.0
Cruzeiro da Fortaleza-MG,3120706.0,3626.0
Grajaú-MA,2104800.0,69527.0
Betânia-PE,2601805.0,12719.0
São João Nepomuceno-MG,3162906.0,26361.0
Águas Formosas-MG,3100906.0,19207.0
Inhaúma-MG,3131000.0,6271.0
Governador Luiz Rocha-MA,2104628.0,7807.0
Crisólita-MG,3120151.0,6704.0
Governador Newton Bello-MA,2104651.0,10180.0
Crucilândia-MG,3120607.0,5034.0
Governador Nunes Freire-MA,2104677.0,25577.0
Bodocó-PE,2602001.0,38146.0
Bezerros-PE,2601904.0,60798.0
Coqueiral-MG,3118700.0,9159.0
Carnaíba-PE,2603900.0,19551.0
São Pedro da União-MG,3163904.0,4659.0
Mata Roma-MA,2106409.0,16829.0
Conceição das Pedras-MG,3117207.0,2812.0
Ferreiros-PE,2605509.0,12123.0
Conceição das Alagoas-MG,3117306.0,27893.0
Itaúna-MG,3133808.0,93214.0
Matinha-MA,2106508.0,23370.0
Flores-PE,2605608.0,22624.0
Jaramataia-AL,2703700.0,5770.0
