index;count
2021-05-04;4
2021-05-05;8
2021-05-06;22
2021-05-07;22
2021-05-08;22
2021-05-09;22
2021-05-10;60
2021-05-11;96
2021-05-12;104
2021-05-13;104
2021-05-14;104
2021-05-15;104
2021-05-16;104
2021-05-17;104
2021-05-18;104
2021-05-19;104
2021-05-20;104
2021-05-21;104
2021-05-22;104
2021-05-23;104
2021-05-24;104
2021-05-25;104
2021-05-26;105
2021-05-27;105
2021-05-28;105
2021-05-29;105
2021-05-30;105
2021-05-31;114
2021-06-01;128
2021-06-02;134
2021-06-03;134
2021-06-04;134
2021-06-05;134
2021-06-06;134
2021-06-07;134
2021-06-08;134
2021-06-09;134
2021-06-10;134
2021-06-11;134
2021-06-12;134
2021-06-13;134
2021-06-14;134
2021-06-15;134
2021-06-16;134
2021-06-17;134
2021-06-18;134
2021-06-19;134
2021-06-20;134
2021-06-21;134
2021-06-22;134
2021-06-23;134
2021-06-24;134
2021-06-25;134
2021-06-26;134
2021-06-27;134
2021-06-28;134
2021-06-29;134
2021-06-30;134
2021-07-01;134
2021-07-02;134
2021-07-03;135
2021-07-04;135
2021-07-05;135
2021-07-06;135
2021-07-07;139
2021-07-08;215
2021-07-09;353
2021-07-10;462
2021-07-11;462
2021-07-12;468
2021-07-13;468
2021-07-14;468
2021-07-15;468
2021-07-16;503
2021-07-17;503
2021-07-18;503
2021-07-19;503
2021-07-20;503
2021-07-21;503
2021-07-22;542
