index;count
2021-05-27;22
2021-05-28;54
2021-05-29;54
2021-05-30;54
2021-05-31;75
2021-06-01;75
2021-06-02;84
2021-06-03;84
2021-06-04;84
2021-06-05;84
2021-06-06;84
2021-06-07;84
2021-06-08;84
2021-06-09;84
2021-06-10;84
2021-06-11;84
2021-06-12;84
2021-06-13;84
2021-06-14;84
2021-06-15;84
2021-06-16;84
2021-06-17;84
2021-06-18;84
2021-06-19;84
2021-06-20;84
2021-06-21;84
2021-06-22;84
2021-06-23;84
2021-06-24;84
2021-06-25;84
2021-06-26;84
2021-06-27;84
2021-06-28;167
2021-06-29;167
2021-06-30;167
2021-07-01;167
2021-07-02;167
2021-07-03;167
2021-07-04;167
2021-07-05;167
2021-07-06;167
2021-07-07;167
2021-07-08;223
2021-07-09;223
2021-07-10;223
2021-07-11;223
2021-07-12;223
2021-07-13;223
2021-07-14;223
2021-07-15;295
2021-07-16;377
2021-07-17;377
2021-07-18;377
2021-07-19;377
2021-07-20;377
2021-07-21;377
2021-07-22;474
