index;count
2021-05-04;181
2021-05-05;239
2021-05-06;432
2021-05-07;520
2021-05-08;520
2021-05-09;520
2021-05-10;596
2021-05-11;711
2021-05-12;735
2021-05-13;746
2021-05-14;750
2021-05-15;750
2021-05-16;750
2021-05-17;750
2021-05-18;754
2021-05-19;754
2021-05-20;755
2021-05-21;755
2021-05-22;755
2021-05-23;755
2021-05-24;755
2021-05-25;755
2021-05-26;755
2021-05-27;755
2021-05-28;755
2021-05-29;755
2021-05-30;755
2021-05-31;755
2021-06-01;755
2021-06-02;755
2021-06-03;755
2021-06-04;755
2021-06-05;755
2021-06-06;755
2021-06-07;755
2021-06-08;755
2021-06-09;756
2021-06-10;883
2021-06-11;884
2021-06-12;884
2021-06-13;884
2021-06-14;884
2021-06-15;884
2021-06-16;884
2021-06-17;885
2021-06-18;885
2021-06-19;885
2021-06-20;885
2021-06-21;885
2021-06-22;885
2021-06-23;885
2021-06-24;885
2021-06-25;885
2021-06-26;885
2021-06-27;885
2021-06-28;885
2021-06-29;885
2021-06-30;885
2021-07-01;967
2021-07-02;1049
2021-07-03;1049
2021-07-04;1049
2021-07-05;1049
2021-07-06;1049
2021-07-07;1055
2021-07-08;1298
2021-07-09;1432
2021-07-10;1432
2021-07-11;1433
2021-07-12;1433
2021-07-13;1589
2021-07-14;1700
2021-07-15;1701
2021-07-16;1701
2021-07-17;1701
2021-07-18;1701
2021-07-19;1701
2021-07-20;1701
2021-07-21;1702
2021-07-22;1702
2021-07-23;1707
