index;count
2021-05-06;5
2021-05-07;7
2021-05-08;7
2021-05-09;7
2021-05-10;9
2021-05-11;9
2021-05-12;9
2021-05-13;9
2021-05-14;9
2021-05-15;9
2021-05-16;10
2021-05-17;11
2021-05-18;11
2021-05-19;11
2021-05-20;11
2021-05-21;943
2021-05-22;943
2021-05-23;945
2021-05-24;1244
2021-05-25;1459
2021-05-26;1467
2021-05-27;1527
2021-05-28;1528
2021-05-29;1528
2021-05-30;1528
2021-05-31;1529
2021-06-01;1554
2021-06-02;1566
2021-06-03;1566
2021-06-04;1566
2021-06-05;1566
2021-06-06;1566
2021-06-07;1566
2021-06-08;1619
2021-06-09;1630
2021-06-10;1634
2021-06-11;1656
2021-06-12;1656
2021-06-13;1656
2021-06-14;1656
2021-06-15;1656
2021-06-16;1656
2021-06-17;1656
2021-06-18;1656
2021-06-19;1656
2021-06-20;1656
2021-06-21;1656
2021-06-22;1656
2021-06-23;1656
2021-06-24;1656
2021-06-25;1656
2021-06-26;1656
2021-06-27;1656
2021-06-28;1656
2021-06-29;1656
2021-06-30;1656
2021-07-01;1656
2021-07-02;1656
2021-07-03;1656
2021-07-04;1656
2021-07-05;1656
2021-07-06;1880
2021-07-07;2001
2021-07-08;2046
2021-07-09;2067
2021-07-10;2067
2021-07-11;2067
2021-07-12;2084
2021-07-13;2721
2021-07-14;3541
2021-07-15;3760
2021-07-16;3930
