;Covid-19-Coronavac-Sinovac/Butantan;Covid-19-AstraZeneca
2021-02-18;0.0;
2021-02-19;0.0;
2021-02-20;0.0;
2021-02-21;0.0;
2021-02-22;0.0;
2021-02-23;0.0;
2021-02-24;0.0;
2021-02-25;0.0;
2021-02-26;0.0;
2021-02-27;16.666666666666668;
2021-02-28;16.666666666666668;
2021-03-01;16.666666666666668;
2021-03-02;16.666666666666668;
2021-03-03;16.666666666666668;
2021-03-04;16.666666666666668;
2021-03-05;16.666666666666668;
2021-03-06;16.666666666666668;
2021-03-07;16.666666666666668;
2021-03-08;16.666666666666668;
2021-03-09;16.666666666666668;
2021-03-10;16.666666666666668;
2021-03-11;1.492537313432836;
2021-03-12;1.4705882352941178;
2021-03-13;2.150537634408602;
2021-03-14;2.150537634408602;
2021-03-15;2.150537634408602;
2021-03-16;2.150537634408602;
2021-03-17;2.0408163265306123;
2021-03-18;2.0408163265306123;
2021-03-19;2.0;
2021-03-20;1.2903225806451613;
2021-03-21;1.2903225806451613;
2021-03-22;1.2903225806451613;
2021-03-23;1.2903225806451613;
2021-03-24;1.2903225806451613;
2021-03-25;1.2903225806451613;
2021-03-26;1.9230769230769231;
2021-03-27;1.9230769230769231;
2021-03-28;1.9230769230769231;
2021-03-29;1.2820512820512822;
2021-03-30;1.2820512820512822;
2021-03-31;1.2820512820512822;
2021-04-01;1.2820512820512822;
2021-04-02;1.2820512820512822;
2021-04-03;1.2738853503184713;
2021-04-04;1.2738853503184713;
2021-04-05;1.2738853503184713;
2021-04-06;1.2738853503184713;
2021-04-07;1.0309278350515463;
2021-04-08;0.91324200913242;
2021-04-09;0.91324200913242;
2021-04-10;0.91324200913242;
2021-04-11;1.7482517482517483;
2021-04-12;1.7482517482517483;
2021-04-13;1.7482517482517483;
2021-04-14;0.34965034965034963;
2021-04-15;0.34965034965034963;
2021-04-16;0.34965034965034963;
2021-04-17;0.22522522522522523;
2021-04-18;0.35714285714285715;
2021-04-19;0.35714285714285715;
2021-04-20;0.35714285714285715;
2021-04-21;0.8323424494649228;
2021-04-22;0.8323424494649228;
2021-04-23;0.0;
2021-04-24;0.0;
2021-04-25;0.0;
2021-04-26;0.0;
2021-04-27;0.0;
2021-04-28;0.0;
2021-04-29;0.0;
2021-04-30;0.0;
2021-05-01;0.0;
2021-05-02;0.0;
2021-05-03;0.0;
2021-05-04;0.0;
2021-04-22;;0.0
2021-04-23;;0.0
2021-04-24;;0.0
2021-04-25;;0.0
2021-04-26;;0.0
2021-04-27;;0.0
2021-04-28;;0.0
2021-04-29;;0.0
2021-04-30;;0.0
2021-05-01;;0.0
2021-05-02;;0.0
2021-05-03;;0.0
2021-05-04;;0.0
