index;count
2021-05-05;58
2021-05-06;58
2021-05-07;58
2021-05-08;58
2021-05-09;58
2021-05-10;58
2021-05-11;58
2021-05-12;58
2021-05-13;58
2021-05-14;58
2021-05-15;58
2021-05-16;58
2021-05-17;58
2021-05-18;58
2021-05-19;58
2021-05-20;58
2021-05-21;58
2021-05-22;58
2021-05-23;58
2021-05-24;58
2021-05-25;58
2021-05-26;58
2021-05-27;69
2021-05-28;69
2021-05-29;69
2021-05-30;69
2021-05-31;69
2021-06-01;80
2021-06-02;91
2021-06-03;91
2021-06-04;91
2021-06-05;91
2021-06-06;91
2021-06-07;91
2021-06-08;91
2021-06-09;91
2021-06-10;91
2021-06-11;91
2021-06-12;91
2021-06-13;91
2021-06-14;91
2021-06-15;91
2021-06-16;91
2021-06-17;91
2021-06-18;91
2021-06-19;91
2021-06-20;91
2021-06-21;91
2021-06-22;91
2021-06-23;91
2021-06-24;91
2021-06-25;91
2021-06-26;91
2021-06-27;91
2021-06-28;91
2021-06-29;91
2021-06-30;91
2021-07-01;91
2021-07-02;91
2021-07-03;91
2021-07-04;91
2021-07-05;91
2021-07-06;91
2021-07-07;91
2021-07-08;91
2021-07-09;141
2021-07-10;141
2021-07-11;141
2021-07-12;162
2021-07-13;179
2021-07-14;179
2021-07-15;190
2021-07-16;235
2021-07-17;237
2021-07-18;237
2021-07-19;251
2021-07-20;290
2021-07-21;302
